Gene_ID	P09	P08	P07	P06	P05	P03	N11	N10	N04	N03	N02	N01	blast_hit_description	KEEG_ortholog_ID
SSCG00000011483	19.49372468	14.50306751	18.65523865	3.941800319	16.85408201	7.312366279	21.10256908	17.08699858	30.68578845	25.68379458	22.48926482	11.16151612	657558696:PREDICTED: serine/threonine-protein kise 36 [Stegastes partitus]	K06228
SSCG00000011484	1.400411256	1.344186745	1.725815029	2.291744372	0.592315981	1.928536161	1.855170908	1.260516289	0.413740968	0.061297839	3.354752211	1.109985029	928027552:PREDICTED: ATP-binding cassette sub-family G member 4 [Austrofundulus limeus]	K05680
SSCG00000011485	26.83187966	30.35032177	27.20213213	25.11751831	25.03881193	17.91931517	21.48906301	27.9414444	26.82420608	29.54555844	20.81188872	32.00456832	657558639:PREDICTED: histone acetyltransferase KAT5 isoform X4 [Stegastes partitus]	K11304
SSCG00000011486	15.34850736	4.952266955	21.12068869	16.4088897	3.769283516	9.803392154	11.36292181	10.22418768	17.30816382	14.95667274	14.66150966	15.35479289	657592566:PREDICTED: diamine acetyltransferase 2-like [Stegastes partitus]	K00657
SSCG00000011487	171.578387	135.1968879	128.4499472	47.66828293	7.484720125	43.87419767	5.642811511	4.90200779	9.447085433	30.71021739	15.84188544	5.488259308	657589856:PREDICTED: sorting nexin-19-like [Stegastes partitus]	K17930
SSCG00000011488	24.03105715	27.44970826	20.70978035	20.16735047	25.30804647	31.25835695	49.16202905	31.51290722	33.23719109	37.9433624	31.5595208	32.18956583	554823029:PREDICTED: solute carrier family 25 member 35 [Haplochromis burtoni]	K15117
SSCG00000011489	0.392115152	2.051653453	0.493090008	0.641688424	0.646162888	1.446402121	0.69568909	4.061663598	0.68956828	0.735574069	0.559125369	1.109985029	617435398:PREDICTED: gastric intrinsic factor-like [Poecilia formosa]	
SSCG00000011491	20.61405368	22.92192133	19.88796367	26.40089516	19.86950882	25.47274847	21.02527029	24.86018237	21.30765985	18.69584092	19.50726286	25.15966065	554823039:PREDICTED: 28S ribosomal protein S31, mitochondrial isoform X1 [Haplochromis burtoni]	K17410
SSCG00000011493	167.2651204	91.0509653	223.4519555	80.30272278	222.8185027	125.8369845	356.2701131	314.1486707	382.9862226	372.8747552	241.9149095	175.7476295	736202684:PREDICTED: A disintegrin and metalloproteise with thrombospondin motifs 15-like [Notothenia coriiceps]	K08629
SSCG00000011494	7.058072728	4.881520284	6.656715113	9.625326361	6.730863422	6.187386851	13.14079393	10.85444582	10.89517882	10.665824	5.90187889	6.166583492	584015031:PREDICTED: sodium/potassium/calcium exchanger 3-like [Neolamprologus brichardi]	K13751
SSCG00000011495	42.23640347	14.00784082	36.73520562	17.1422479	80.60882034	29.81195483	54.26374905	18.27748619	51.64866416	75.15115073	30.37914503	32.06623416	657535369:PREDICTED: leucine-rich repeat neurol protein 4-like [Stegastes partitus]	
SSCG00000011496	6.946039828	9.621547227	8.05380347	4.583488743	8.130883013	5.062407424	6.415799389	7.563097734	8.20586253	7.600932048	8.821755815	5.796588482	808861512:Zinc finger protein 333 [Larimichthys crocea]	
SSCG00000011497	204.5720762	288.9294035	330.4524873	160.5137758	390.3900785	208.3622611	325.3505979	397.4127744	385.8134525	339.0996459	343.6136015	363.0267702	657535342:PREDICTED: spectrin beta chain, non-erythrocytic 1-like isoform X4 [Stegastes partitus]	K06115
SSCG00000011498	49.79862425	50.44237627	50.45954419	40.79304982	37.80052898	35.83863033	32.54278967	40.40654993	40.61557168	44.37963551	46.03465535	44.83106199	584015033:PREDICTED: zinc finger protein ubi-d4-like isoform X1 [Neolamprologus brichardi]	K13196
SSCG00000011499	169.1136632	92.67813873	143.4891924	101.9367897	118.5170431	85.1770138	108.2956017	84.59464872	102.60776	143.8660284	88.27968319	89.10713146	657535357:PREDICTED: latent-transforming growth factor beta-binding protein 3 isoform X1 [Stegastes partitus]	K08023
SSCG00000011500	3.697085715	7.357653761	19.88796367	5.225177167	50.07762386	5.383830117	36.794223	72.05951452	20.68704839	6.620166622	28.26689363	42.11776525	736256524:PREDICTED: interleukin-13 receptor subunit alpha-2-like [Notothenia coriiceps]	K05077
SSCG00000011501	8.458483984	3.466586868	5.50617176	10.81703343	7.161638681	11.4908613	8.348269085	5.462237252	5.723416722	6.068486071	5.591253686	7.584897695	499026569:PREDICTED: neurol migration protein doublecortin [Maylandia zebra]	K16579
SSCG00000011502	66.77160867	67.20933724	60.65007103	48.4933109	53.73921356	66.77556459	69.72350662	57.70363456	72.81841035	62.09471101	69.51792083	59.81585987	548386894:PREDICTED: WD repeat-containing protein 44 [Pundamilia nyererei]	K20241
SSCG00000011503	22.57462944	24.47834809	28.76358382	18.33395497	25.84651554	23.78527932	18.62900787	26.7509568	29.37560872	26.05158162	27.1486429	17.94475796	499026557:PREDICTED: leucine-rich repeat and calponin homology domain-containing protein 2 isoform X2 [Maylandia zebra]	
SSCG00000011504	131.7506909	140.2199015	177.1014947	148.1383562	202.6797594	215.4335604	107.9091078	136.2057879	131.2938005	150.6087907	106.4823202	167.2994101	657535399:PREDICTED: calpain-6 [Stegastes partitus]	K08574
SSCG00000011505	10.19499394	13.44186745	13.97088357	6.875233115	17.5540918	14.94615525	15.69165393	11.55473265	13.86032242	16.48911872	17.51926155	11.22318196	657535408:PREDICTED: serine/threonine-protein kise PAK 3 isoform X2 [Stegastes partitus]	K05733
SSCG00000011506	16.58086927	13.44186745	14.87488192	26.58423471	10.9309222	22.01745451	20.9479715	14.70602337	13.51553828	12.62735485	13.72963405	14.61480288	657535390:PREDICTED: transmembrane protein 47-like [Stegastes partitus]	
SSCG00000011507	31.25717923	30.49181511	31.06467053	36.39290062	34.03124546	38.9725016	29.37353937	29.27198938	33.30614791	32.05876985	31.00039543	30.15459328	658886176:PREDICTED: kelch-like protein 13 isoform X2 [Poecilia reticulata]	K10447
SSCG00000011508	179.1966243	123.3114472	117.4376037	129.8044012	119.0555122	130.7386806	118.9628345	152.8025857	131.2938005	127.4382075	118.9073284	117.5967472	542194424:PREDICTED: U2 snRNP-associated SURP motif-containing protein-like [Oreochromis niloticus]	K12842
SSCG00000011509	58.98532209	51.00834963	52.02099588	43.17646396	45.33909601	48.37411538	52.17668178	43.06763987	31.37535673	57.37477739	53.5517853	41.56277273	736169022:PREDICTED: sialidase-3-like [Notothenia coriiceps]	K12357
SSCG00000011510	24.5352052	26.03477485	26.70904212	20.16735047	30.47734957	24.34776904	28.44595392	27.03107153	25.78985366	25.5611989	25.22276663	23.80301228	657535414:PREDICTED: 7SK snR methylphosphate capping enzyme-like isoform X2 [Stegastes partitus]	K15190
SSCG00000011511	93.49145542	80.65120469	74.70313627	75.62756426	59.44698574	87.74839534	66.78615268	62.60564235	69.64639626	74.17038531	71.07104685	75.29398444	657535423:PREDICTED: chordin-like protein 2 [Stegastes partitus]	K17280
SSCG00000011514	4.761398269	3.325093527	4.766536748	3.116772345	3.015426813	2.651737222	5.642811511	3.431405453	4.482193819	2.758402759	4.970003276	2.589965067	657535435:PREDICTED: ephrin type-B receptor 4 isoform X1 [Stegastes partitus]	
SSCG00000011516	9.690845889	2.759120161	4.355628407	1.558386173	3.230814442	5.142763097	6.183903026	17.08699858	11.65370393	14.09850299	24.35301605	13.68981535	657535447:PREDICTED: GDNF family receptor alpha-4-like [Stegastes partitus]	K19895
SSCG00000011517	44.42104503	35.86856209	39.85810901	38.13462634	27.94654493	63.722049	45.52898603	45.30855772	50.68326856	55.41324654	52.06078432	42.36442859	736301795:PREDICTED: beta-1,4-galactosyltransferase 4 [Notothenia coriiceps]	K07969
SSCG00000011518	51.14301906	40.82082904	42.40574072	55.82689289	47.4929723	35.67791899	47.77065087	45.7987585	39.30539195	32.79434392	35.53552342	42.48776026	657535471:PREDICTED: rho GTPase-activating protein 31 [Stegastes partitus]	
SSCG00000011519	36.97085715	29.00613502	39.365019	33.27612828	30.90812483	40.82068208	33.85686907	37.74545999	43.92549942	30.58762171	32.55352146	39.15780517	348518752:PREDICTED: cell division cycle protein 23 homolog [Oreochromis niloticus]	K03355
SSCG00000011520	22.18251429	26.74224156	20.54541702	24.47582989	23.80033306	26.51737222	24.96750847	25.1402971	25.30715587	21.88332856	26.90014273	27.1946332	410915458:PREDICTED: V-type proton ATPase catalytic subunit A [Takifugu rubripes]	K02145
SSCG00000011523	41.00404156	55.74837658	58.34898432	24.75083921	45.87756508	44.03490902	96.85538114	75.35086261	62.40592932	53.69690705	56.78228743	47.11269788	734632061:PREDICTED: zinc finger and BTB domain-containing protein 20 [Larimichthys crocea]	K10501
SSCG00000011525	37.2509394	26.8837349	33.28357557	43.08479419	25.03881193	59.784621	48.62093754	33.47371034	31.85805453	47.93491017	29.13664421	33.11455335	734641790:PREDICTED: lipocalin-like isoform X2 [Larimichthys crocea]	K01830
SSCG00000011526	1091.592566	1248.466499	1221.219587	1245.333892	1170.03945	1324.422209	1157.240152	1178.792816	1159.509062	1271.562374	1384.642913	1335.435321	657535450:PREDICTED: ADP/ATP translocase 3-like [Stegastes partitus]	K05863
SSCG00000011528	58.14507533	60.62989686	50.9526342	48.76832023	48.9468388	49.8205175	58.36058481	62.88575708	59.44078572	52.65484378	62.93266648	55.68424893	499026643:PREDICTED: zinc finger Y-chromosomal protein 1 isoform X2 [Maylandia zebra]	
SSCG00000011529	1.848542857	4.032560235	5.341808424	2.383414147	8.884739717	12.6961964	4.328732118	3.431405453	11.86057441	4.168253059	13.54325893	5.919920152	657535456:PREDICTED: kinesin-like protein KIF20A isoform X1 [Stegastes partitus]	K10402
SSCG00000011532	12.65971775	12.5929074	11.91634187	11.09204276	9.100127346	14.06224284	10.74453151	7.21295432	7.998992046	9.746356416	9.443006225	8.016558539	734626479:PREDICTED: UV-stimulated scaffold protein A [Larimichthys crocea]	
SSCG00000011533	14.00411256	20.0920545	15.12142692	16.86723858	16.20791912	25.39239279	17.23762968	20.44837535	16.41172506	21.76073288	19.44513782	15.16979539	734647233:PREDICTED: spermatogenesis-associated protein 2-like protein [Larimichthys crocea]	K17595
SSCG00000011534	4.593348918	1.202693403	0.903998349	1.558386173	1.02309124	2.732092895	1.236780605	1.400573654	1.241222904	2.084126529	1.801626188	0.924987524	808868892:Kinesin-like protein KIF26B [Larimichthys crocea]	K10404
SSCG00000011536	14.73232641	21.57773459	21.44941536	7.516921539	18.57718304	9.160546767	20.48417877	18.55760092	17.10129334	18.32805389	15.03425991	12.76482783	642127742:unmed protein product [Oncorhynchus mykiss]	
SSCG00000011537	150.6282347	160.2412093	167.4040578	106.7952877	137.5250014	110.8104736	141.2248854	131.2337514	113.3650252	147.3600052	106.3580701	114.8834505	657596867:PREDICTED: serine/threonine-protein kise MRCK alpha isoform X3 [Stegastes partitus]	K16307
SSCG00000011538	198.5222996	172.7633701	183.1007564	168.9473951	166.1715562	153.4793362	158.6171126	145.5196027	158.1869634	176.8442658	139.9055922	161.8111508	765161278:PREDICTED: heterogeneous nuclear ribonucleoprotein U isoform X2 [Oryzias latipes]	K12888
SSCG00000011540	11.76345455	6.720933724	11.99852354	13.01710803	15.88483767	15.58900064	14.45487332	11.90487606	12.41222904	11.83048295	12.92200852	17.63642879	657594977:PREDICTED: saccharopine dehydrogese-like oxidoreductase [Stegastes partitus]	
SSCG00000011541	1.848542857	1.83941344	1.314906689	2.841763021	1.615407221	13.41939746	4.328732118	2.661089943	1.37913656	2.145424368	2.60925172	0.863321689	657816583:PREDICTED: stathmin-4 [Cynoglossus semilaevis]	
SSCG00000011542	5.09749697	5.093760296	1.890178365	1.833395497	1.076938147	2.410670202	2.47356121	3.361376771	2.482445807	2.819700598	2.733501802	1.048319194	657594979:PREDICTED: consortin-like [Stegastes partitus]	K17581
SSCG00000011544	20.44600433	13.22962744	28.02394881	23.65080192	33.81585783	15.26757794	9.507750902	17.85731409	15.58424312	8.091314761	25.09851654	25.65298733	657591405:PREDICTED: EMILIN-1-like [Stegastes partitus]	
SSCG00000011545	6.161809525	10.25826726	15.36797193	9.808665911	37.53129444	18.16038219	22.1847521	9.593929532	10.13665371	6.926655818	9.505131266	11.28484779	928066193:PREDICTED: D replication licensing factor MCM3 [Austrofundulus limeus]	K02541
SSCG00000011548	28.00822511	19.59682781	10.27270851	26.85924404	10.28475931	12.53548505	6.802293328	13.23542103	14.89467484	14.52758787	10.93400721	7.52323186	734623153:PREDICTED: membrane progestin receptor beta [Larimichthys crocea]	
SSCG00000011549	53.77579222	41.24530907	35.2559356	34.19282602	26.65421915	34.95471793	23.11233756	63.79612996	29.72039286	31.87487633	83.7445552	39.40446851	657568665:PREDICTED: zinc finger protein 395 isoform X1 [Stegastes partitus]	
SSCG00000011550	7.45018788	3.678826881	8.546893479	5.408516717	5.707772182	7.232010605	5.179018784	5.182122521	12.20535855	9.133378025	7.703505078	10.35986027	657568673:PREDICTED: serine/threonine-protein kise pdik1l-like [Stegastes partitus]	K08859
SSCG00000011551	48.8463446	73.08131092	74.86749961	7.333581989	54.60076408	36.16005303	49.31662663	58.26386402	65.99168438	84.40712444	75.5440498	72.88901687	939316366:PREDICTED: uncharacterized protein LOC105940453, partial [Maylandia zebra]	
SSCG00000011552	163.3999853	184.3658241	234.217754	186.914671	204.2413197	216.1567614	198.8897811	189.7777302	177.977573	218.8332856	172.0863634	209.5405071	657568681:PREDICTED: kinesin-like protein KIF13B [Stegastes partitus]	K17914
SSCG00000011554	30.19286667	31.34077516	29.09231049	24.47582989	23.26186399	28.92804242	23.18963635	25.56046919	24.20384662	22.80279614	23.48326548	28.30461823	941811639:PREDICTED: elongator complex protein 3, partial [Xiphophorus maculatus]	K07739
SSCG00000011555	17.42111602	19.31384112	17.5046953	8.983637937	16.26176603	9.642680807	21.17986786	19.25788775	19.37686866	20.65737178	20.19063831	16.7731071	657568675:PREDICTED: homeobox-containing protein 1 isoform X1 [Stegastes partitus]	
SSCG00000011556	15.79663896	18.67712109	14.13524691	12.37541961	9.315514975	16.3122017	7.497982419	11.3446466	11.51579027	14.46629003	14.47513454	21.39804472	734635187:PREDICTED: transmembrane protein 229A [Larimichthys crocea]	
SSCG00000011557	35.06629784	36.01005543	31.1468522	39.14299387	41.46211868	31.90120234	32.54278967	45.23852904	27.16899022	37.08519265	27.89414339	46.18771035	657593203:PREDICTED: uncharacterized protein LOC103373125 [Stegastes partitus]	K05461
SSCG00000011558	41.84428832	45.63160266	40.43338069	47.94329225	45.60833054	40.1778367	41.20025391	48.95004922	49.64891615	46.21857068	41.68590248	39.71279769	657593209:PREDICTED: protein asunder homolog [Stegastes partitus]	
SSCG00000011559	34.45011689	43.29696252	34.84502726	27.59260223	47.00835014	32.06191368	48.69823633	60.64483923	40.75348534	47.68971882	38.76602555	54.63592974	704590101:PREDICTED: neural Wiskott-Aldrich syndrome protein-like, partial [Mesitornis unicolor]	
SSCG00000011560	8.906615586	9.126320531	11.66979686	6.60022379	8.830892809	7.874855992	7.497982419	7.913241147	12.13640172	8.765590991	11.55525762	9.989865257	734635162:PREDICTED: zinc finger protein 768-like [Larimichthys crocea]	
SSCG00000011561	79.71140867	57.30480333	84.31839143	67.74396363	71.23945845	72.64152875	76.21660479	57.70363456	69.16369846	77.72565997	77.40780103	54.32760056	734635173:PREDICTED: anoctamin-6 [Larimichthys crocea]	K19500
SSCG00000011563	46.60568659	58.29525673	56.70535096	61.60208871	65.20860483	64.20418304	56.35081632	53.15177018	49.09726152	56.08752277	48.20903178	62.52915661	432942770:PREDICTED: periodic tryptophan protein 1 homolog [Oryzias latipes]	K14791
SSCG00000011564	96.79642599	98.47936573	92.70092157	124.0292054	126.4863854	110.8104736	100.1019302	114.6369536	115.0199891	103.3481567	93.43606159	134.863181	734635179:PREDICTED: ubiquitin-conjugating enzyme E2 N-like isoform X1 [Larimichthys crocea]	K10580
SSCG00000011565	1.288378355	2.971360173	1.232725021	0.275009325	2.369263924	0.642845387	0.927585454	0.560229462	0.275827312	1.961530851	1.118250737	0.863321689	908519335:PREDICTED: leiomodin-2 [Oreochromis niloticus]	
SSCG00000011567	21.39828399	25.04432146	20.54541702	17.1422479	21.10798769	16.63362439	21.72095938	23.1094653	18.75625721	20.90256313	19.81788806	20.6580547	734638089:PREDICTED: diphosphoinositol polyphosphate phosphohydrolase 3-beta-like [Larimichthys crocea]	K07766
SSCG00000011568	56.12848313	59.71019014	67.06024114	56.56025109	41.08519033	68.14161104	75.05712298	49.16013527	54.75172142	63.62715698	55.66403669	62.03582993	657756938:PREDICTED: plakophilin-2 [Cynoglossus semilaevis]	K12642
SSCG00000011569	61.84216105	52.14029637	54.89735427	54.08516717	48.56991045	43.31170796	46.14737633	52.52151204	46.89064303	53.1452265	60.26128972	52.72428886	657553477:PREDICTED: uncharacterized protein LOC103358113 [Stegastes partitus]	
SSCG00000011570	2.744806061	1.980906782	3.122903386	5.775195817	2.153876295	2.892804242	4.096835755	1.330544972	1.999748011	2.390615725	1.92587627	2.528299232	961859451:PREDICTED: ras association domain-containing protein 8 isoform X2 [Poecilia mexica]	K09855
SSCG00000011571	31.64929438	28.93538835	36.73520562	38.13462634	27.67731039	31.98155801	25.19940483	34.4541119	26.96211974	26.60326217	28.01839347	27.74962571	657592390:PREDICTED: nuclear respiratory factor 1 isoform X2 [Stegastes partitus]	K11831
SSCG00000011573	37.86712035	42.30650913	38.29665732	38.77631477	47.76220684	41.86530584	43.8284127	56.51314695	52.06240512	45.78948581	49.63790772	62.77581995	734600723:PREDICTED: kelch domain-containing protein 10 isoform X2 [Larimichthys crocea]	
SSCG00000011574	28.96050477	23.20490802	25.06540876	28.69263953	19.7079681	19.68713998	27.59566725	20.23828931	28.27229947	28.13570815	27.21076794	20.59638886	808875830:Smoothened [Larimichthys crocea]	K06226
SSCG00000011575	32.82563983	32.75570857	39.118474	32.90944918	35.96973413	38.9725016	23.42153271	20.30831799	27.92751533	32.9169396	32.24289625	35.51952091	657756819:PREDICTED: tetraspanin-33 [Cynoglossus semilaevis]	K17346
SSCG00000011577	12.7157342	12.30992072	10.76579852	7.700261089	11.36169746	3.374938282	14.91866605	11.97490474	17.03233651	12.01437646	22.24076466	10.60652361	928024137:PREDICTED: voltage-dependent L-type calcium channel subunit alpha-1C-like isoform X3 [Austrofundulus limeus]	K04850
SSCG00000011578	22.79869524	20.79952121	20.38105368	22.36742507	21.37722223	26.67808357	22.33934968	24.15989554	22.96262372	18.32805389	22.86201507	28.18128656	657591970:PREDICTED: nuclear-interacting partner of ALK [Stegastes partitus]	
SSCG00000011580	28.06424156	36.43453545	35.99557061	23.74247169	23.96187378	27.64235165	32.07899695	30.95267776	36.40920517	31.87487633	50.50765829	33.17621919	928024127:PREDICTED: ubiquitin-conjugating enzyme E2 H [Austrofundulus limeus]	K10576
SSCG00000011581	23.8630078	22.63893465	23.01086706	20.16735047	14.26943045	16.3122017	16.23274544	18.69765829	18.27355941	16.73431007	20.50126351	39.65113185	928024153:PREDICTED: mR-decapping enzyme 1B [Austrofundulus limeus]	K12611
SSCG000000115810	48.8463446	28.0864283	30.73594386	31.351063	20.13874336	13.82117582	36.40772906	55.46271671	27.78960168	18.14416037	40.75402686	23.61801477	923785365:PREDICTED: serine/threonine-protein kise WNK1-like [Pundamilia nyererei]	K08867
SSCG00000011582	46.99780174	64.45021708	44.29591909	45.46820833	44.31600477	64.60596141	76.06200722	85.22490687	55.92398749	53.57431137	73.99092377	60.43251822	974098627:PREDICTED: N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D isoform X2 [Cyprinodon variegatus]	K13985
SSCG00000011583	70.30064503	49.02744285	44.87119076	50.41837618	32.1466037	49.90087318	37.64450967	45.58867245	34.47841399	40.4565738	47.58778137	29.47626909	928042296:PREDICTED: ELKS/Rab6-interacting/CAST family member 1-like isoform X3 [Austrofundulus limeus]	
SSCG00000011587	7.898319482	11.10722731	9.122165155	11.36705208	20.03104954	14.7854439	15.61435514	11.62476133	11.99848807	11.46269591	13.72963405	14.42980537	808875841:YEATS domain-containing protein 4 [Larimichthys crocea]	K11341
SSCG00000011588	8.346451083	5.871973675	5.341808424	4.308479419	4.738527849	2.892804242	9.816946053	13.72562181	6.412985002	4.04565738	9.070255979	4.624937619	734600765:PREDICTED: serine/threonine-protein kise WNK1-like [Larimichthys crocea]	
SSCG00000011589	118.698858	97.20592566	94.1801916	83.78617423	76.57030228	64.28453871	78.14907449	97.2698403	72.81841035	113.4623002	81.75655389	75.72564528	974098619:PREDICTED: cleavage and polyadenylation specificity factor subunit 6 isoform X2 [Cyprinodon variegatus]	K14398
SSCG00000011592	4.593348918	2.122400124	1.807996697	2.475083921	1.23847887	1.446402121	1.314079393	1.54063102	1.723920699	2.084126529	3.541127334	1.664977543		
SSCG00000011596	30.92108052	27.37896159	30.32503552	31.7177421	31.50044081	35.99934168	39.19048543	32.63336615	31.7890977	31.26189794	30.62764519	31.32624414	548348745:PREDICTED: nuclear ubiquitous casein and cyclin-dependent kise substrate 1 [Pundamilia nyererei]	
SSCG00000011600	141.7776355	135.6921146	114.9721536	146.4883002	100.6398699	110.8908293	96.39158841	125.2112847	97.50495476	127.1317183	105.8610698	103.2286077	432877559:PREDICTED: R-binding motif protein, X chromosome isoform X2 [Oryzias latipes]	K12885
SSCG00000011602	220.8168468	257.234895	245.7231875	185.4479546	261.7498167	264.2898098	271.3187453	289.2184596	304.0306546	248.5627375	236.0751556	298.2776435	657523435:PREDICTED: transmembrane 9 superfamily member 2 isoform X1 [Stegastes partitus]	K17086
SSCG00000011604	64.69900001	71.24189748	65.17006277	48.03496203	68.81634762	61.3113788	82.16861146	68.13790829	80.26574777	75.08985289	89.9570593	58.58254317	554804643:PREDICTED: rho guanine nucleotide exchange factor 6 isoform X3 [Haplochromis burtoni]	
SSCG00000011605	41.62022252	34.73661535	37.80356731	44.27650126	34.03124546	39.856414	32.54278967	34.24402585	35.99546421	36.5335121	38.02052506	42.67275776	657523491:PREDICTED: transcription initiation factor TFIID subunit 7-like [Stegastes partitus]	K03132
SSCG00000011606	61.61809525	62.39856363	72.64859457	42.44310576	62.8393409	47.73126999	72.58356177	95.44909455	74.74920153	71.10549335	76.78655062	58.89087235	657523477:PREDICTED: MAP7 domain-containing protein 3 isoform X7 [Stegastes partitus]	K16807
SSCG00000011607	28.62440606	45.06562929	41.91265071	35.20119355	31.12351246	56.73110541	22.57124604	40.47657861	34.13362985	25.8676881	36.03252375	33.23788502		
SSCG00000011608	9.242714287	8.206613811	7.560713462	12.55875916	8.238576828	8.437345706	3.864939391	12.39507684	8.343776185	8.213910439	6.088254013	6.844907676	808861199:CD40 ligand [Larimichthys crocea]	K04389
SSCG00000011611	13.1638658	12.73440074	13.23124856	9.900335686	13.40787994	9.562325134	12.29050726	14.91610942	15.10154533	13.97590731	17.76776171	12.14816948	736237210:PREDICTED: sodium/hydrogen exchanger 6 [Notothenia coriiceps]	
SSCG00000011612	164.856413	141.7763283	290.3478333	205.4319655	133.4864834	161.0327695	196.4162199	88.44622627	168.5304876	326.0432062	336.9040971	213.7337838	974079488:PREDICTED: four and a half LIM domains protein 1 isoform X1 [Cyprinodon variegatus]	K14365
SSCG00000011613	1.456427706	4.315546918	2.629813378	1.833395497	7.430873217	4.339206363	3.633043028	1.260516289	5.309675754	1.777637334	3.91387758	2.713296736	554804597:PREDICTED: centromere protein I isoform X2 [Haplochromis burtoni]	K11501
SSCG00000011615	18.26136277	17.04994766	22.68214039	19.89234115	20.13874336	21.4549648	14.68676969	22.82935057	23.10053737	18.57324525	24.91214142	20.90471804	657531734:PREDICTED: dJ homolog subfamily C member 4 [Stegastes partitus]	K09524
SSCG00000011617	178.412394	163.5663029	153.4331743	100.0117244	71.5625399	83.73061167	73.20195207	102.7320775	133.9831168	133.0163108	172.1484885	129.621585	734619371:PREDICTED: autophagy-related protein 2 homolog A [Larimichthys crocea]	K17906
SSCG00000011618	12.88378355	14.2908275	7.396350126	19.52566205	12.4386356	25.47274847	6.879592116	14.07576523	12.48118586	8.765590991	9.505131266	6.968239346	908430525:PREDICTED: uncharacterized protein LOC100702525 isoform X1 [Oreochromis niloticus]	
SSCG00000011620	53.88782512	57.02181665	61.55406938	46.29323631	62.03163729	63.56133765	64.46718904	54.06214306	52.06240512	48.18010153	46.96653096	53.09428386	657796194:PREDICTED: syntaxin-5 isoform X2 [Cynoglossus semilaevis]	K08490
SSCG00000011621	34.05800174	27.44970826	25.14759043	30.15935593	26.43883152	23.865635	27.59566725	34.17399717	29.16873824	23.53837021	27.95626843	38.35614932	554804852:PREDICTED: heterogeneous nuclear ribonucleoprotein U-like protein 2 [Haplochromis burtoni]	
SSCG00000011622	26.94391256	23.20490802	24.98322709	36.94291927	37.90822279	35.19578495	31.15141149	31.79302195	20.2043506	27.58402759	22.05438954	23.3096856	657796206:PREDICTED: transmembrane protein 179-like [Cynoglossus semilaevis]	
SSCG00000011623	0.728213853	0.070746671	0.657453345	1.466716398	0.161540722	0.803556734	3.169250301	1.610659703	0.551654624	1.900233012	1.242500819	0.801655854	734619375:PREDICTED: transforming growth factor beta-2-like [Larimichthys crocea]	K13376
SSCG00000011624	11.4833723	13.22962744	10.93016185	13.842136	17.5540918	15.58900064	14.91866605	14.9861381	11.1020493	13.91460948	11.80375778	14.18314203	734619373:PREDICTED: multifunctiol methyltransferase subunit TRM112-like protein [Larimichthys crocea]	K15448
SSCG00000011625	1.848542857	0.91970672	1.068361685	0.641688424	0.915397425	0.803556734	1.236780605	1.260516289	1.861834355	1.471148138	1.366750901	1.171650863	583971872:PREDICTED: heterogeneous nuclear ribonucleoprotein U-like protein 2-like [Neolamprologus brichardi]	
SSCG00000011626	2.40870736	0.707466708	2.383268374	1.375046623	0.538469074	1.366046448	0.309195151	0.910372875	1.241222904	0.245191356	0.68337545	0.616658349	617394143:PREDICTED: protein RD3-like [Poecilia formosa]	
SSCG00000011627	36.4667091	20.16280117	23.4217754	24.84250899	21.96953821	25.63345981	25.58589877	21.35874823	21.65244399	18.02156469	24.16664093	22.69302725	734619379:PREDICTED: centromere protein F-like isoform X2 [Larimichthys crocea]	
SSCG00000011628	12.43565195	14.43232084	11.8341602	15.58386173	7.161638681	12.93726342	8.50286666	10.57433109	9.998740057	13.54682244	13.60538397	10.79152111	734619393:PREDICTED: heparan-sulfate 6-O-sulfotransferase 2-like [Larimichthys crocea]	K08102
SSCG00000011629	9.466780088	21.50698792	8.711256815	8.983637937	11.79247271	16.39255737	12.98619635	17.78728541	14.96363167	8.581697474	13.48113389	8.201556044	908430733:PREDICTED: uncharacterized protein LOC100701719 [Oreochromis niloticus]	
SSCG00000011630	14.78834286	12.5929074	13.47779356	18.05894565	17.33870417	10.44623754	17.85601999	22.54923584	19.37686866	9.194675865	17.39501147	21.02804971	554804846:PREDICTED: nucleoside diphosphate-linked moiety X motif 22 [Haplochromis burtoni]	
SSCG00000011632	73.38154979	88.50408515	86.94820481	74.80253629	93.74746574	91.28404497	80.08154418	93.41826275	76.95582002	84.77491147	60.69616501	90.40211399	930724351:PREDICTED: nuclear R export factor 1 isoform X5 [Haplochromis burtoni]	K14284
SSCG00000011633	6.553924676	14.57381418	1.725815029	15.3088524	21.1618346	5.303474444	6.647695753	22.05903506	4.413236991	5.271614162	6.958004587	4.193276774	736227462:PREDICTED: seipin isoform X2 [Notothenia coriiceps]	K19365
SSCG00000011634	24.759271	30.91629513	26.46249712	19.3423225	35.48511196	26.43701655	29.2189418	26.61089943	33.44406157	21.45424368	27.39714306	27.31796487	734641843:PREDICTED: cytochrome b5 reductase 4 [Larimichthys crocea]	K00326
SSCG00000011635	51.75920001	63.17677701	54.8151726	43.26813374	54.33152954	53.35616713	62.92121329	56.723233	65.71585706	61.23654126	67.9647948	68.6957401	734602946:PREDICTED: activating sigl cointegrator 1 complex subunit 3 [Larimichthys crocea]	K18663
